Year,Artist,Track,USA,NON USA,Nom,Win,Youtube,M,F,D,I,Alternative rock,Big Band,Blues,Blues rock,Breakbeat,Chanson française,Church music,Classical,Concerto,Country,Country rock,Dance Pop,Disco,Dubstep,Easy Listening,EDM,Electronica,Electro Pop,Folk,Funk,Gospel,Hard rock,Hip Hop,Indie rock,Jazz,Latin Pop,Metal,New Wave,Pop,Pop Rock,R&B Nu Soul,Reggae,Reggaeton,Rock,Rock N Roll,Rock New Wave,Salsa - Afro Cuban,Samba Bossa,Soul,Soul Jazz,Speech,Swing,Traditional pop,Vocal jazz,World,,,,,,
1989,Anita Baker,Giving You the Best That I Got,1,,x,,https://www.youtube.com/watch?v=gKGj8XwooYQ,,1,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,"0,6",,,,,,,,1,,,,,"0,4",,,,,,,
1989,Tracy Chapman,Fast Car,1,,x,,https://www.youtube.com/watch?v=AIOAlaACuv4,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,"0,6","0,3",,,,,,,,"0,4",,,,,,,,,,,,
1989,Sting,Be Still My Beating Heart,,1,x,,https://www.youtube.com/watch?v=Ng4P6FWVdcE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,8","0,7",,,,,,,,,"0,3",,,,,,,,,,,,
1989,Brenda Russell,Piano in the Dark,1,,x,,https://www.youtube.com/watch?v=H7u5GtSIC5k,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,8",,,,,,,,,,"0,7",,,,,,,,,,,,
1989,Michael Jackson,Man in the Mirror,1,,x,,https://www.youtube.com/watch?v=PivWY9wn5ps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Steve Winwood,Roll With It,,1,x,,https://www.youtube.com/watch?v=MoGHGaN_HQs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Bette Midler,Wind Beneath My Wings,1,,,x,https://www.youtube.com/watch?v=jorJh8DTMVM,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,9",,,,,,,,,,"0,3",,,,"0,4",,,,,,,,
1990,Linda Ronstadt & Aaron Neville,Don't Know Much,1,,x,,https://www.youtube.com/watch?v=WmuJ0us63GQ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"0,7",,,,"0,3",,,,,"0,3",,,,"0,3",,,,,,,,
1990,Don Henley,The End of the Innocence,1,,x,,https://www.youtube.com/watch?v=lIn3qxvbffw,1,,,,,,,,,,,,,,"0,6",,,,,,,,,,,,,,,,,,"0,6",1,,,,"0,4",,,,,,,,,,,,,,,,,
1990,Billy Joel,We Didn't Start the Fire,1,,x,,https://www.youtube.com/watch?v=eFTLKWw542g,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,6",1,,,,"0,7",,,,,,,,,,,,,,,,,
1990,Mike + The Mechanics,The Living Years,,1,x,,https://www.youtube.com/watch?v=uGDA0Hecw1k,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,6",1,,,,"0,5",,,,,,,,,,,,,,,,,
1990,Fine Young Cannibals,She Drives Me Crazy,,1,x,,https://www.youtube.com/watch?v=UtvmTu4zAMg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Bette Midler,From a Distance,1,,,x,https://www.youtube.com/watch?v=lN4AcFzxtdE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"0,7",,,,,,,,,,,,,"0,3",,,,,,,,
1991,Mariah Carey,Vision of Love,1,,x,,https://www.youtube.com/watch?v=tov22NtCMC4,,1,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,"0,6",,"0,5",,,,,,,,"0,7",,,,,,,,,,,,
1991,Phil Collins,Another Day in Paradise,,1,x,,https://www.youtube.com/watch?v=Qt2mbGP6vFI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
1991,Sinéad O'Connor,Nothing Compares 2 U,,1,x,,https://www.youtube.com/watch?v=0-EF60neguk,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,"0,8",,,,,,,,,,,,
1991,Wilson Phillips,Hold On,1,,x,,https://www.youtube.com/watch?v=uIbXvaE39wM,,1,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,,1,"0,6","0,5",,,,,,,,"0,4",,,,,,,,,,,,
1991,MC Hammer,U Can't Touch This,1,,x,,https://www.youtube.com/watch?v=_NNYI8VbFyY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,Natalie Cole with Nat King Cole,Unforgettable,1,,,x,https://www.youtube.com/watch?v=UZVJT1I-kCE,,,1,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,"0,7",,,,,,,,,,,,,,"0,6",,,,"0,6",1,,,,,,,
1992,Bryan Adams,(Everything I Do) I Do It for You,1,,x,,https://www.youtube.com/watch?v=7u-L243mzfI,1,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,"0,6",1,,,,"0,7",,,,,,,,,,,,,,,,,
1992,Amy Grant,Baby Baby,1,,x,,https://www.youtube.com/watch?v=vMXuuYnoRdI,,1,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
1992,R.E.M.,Losing My Religion,1,,x,,https://www.youtube.com/watch?v=xwtdhWltSIg,1,,,,"0,4",,,,,,,,,,,,,,,,,,"0,7",,,,,1,,,,,"0,8",1,,,,"0,6",,,,,,,,,,,,,,,,,
1992,Marc Cohn,Walking in Memphis,1,,x,,https://www.youtube.com/watch?v=YFEB9xLeLmY,,,1,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,,"0,7",1,,,,"0,6",,,,,,,,,,,,,,,,,
1992,Bonnie Raitt,Something to Talk About,1,,x,,https://www.youtube.com/watch?v=xRL9TbH3s8U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Eric Clapton,Tears in Heaven,,1,,x,https://www.youtube.com/watch?v=JxPj3GAYYZ0,1,,,,,,"0,6",,,,,,,,,,,,,,,,"0,4",,"0,3",,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,
1993,Billy Ray Cyrus,Achy Breaky Heart,1,,x,,https://www.youtube.com/watch?v=byQIPdHMpjc,1,,,,,,,,,,,,,"0,8",1,,,,,,,,,,,,,,,,,,,"0,8",,,,,"0,6",,,,,,,,,,,,,,,,
1993,Celine Dion & Peabo Bryson,Beauty and the Beast,1,1,x,,https://www.youtube.com/watch?v=pgYEJHJXFB4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"0,4",,,,,,,,,,,,,"0,7",,,,,,,,
1993,k.d. lang,Constant Craving,,1,x,,https://www.youtube.com/watch?v=oXqPjx94YMg,,1,,,,,,,,,,,,,,,,,,,,,"0,7",,,,,,,,,,"0,4",1,,,,,,,,,,,,,,,,,,,,,
1993,Vanessa Williams,Save the Best for Last,1,,x,,https://www.youtube.com/watch?v=5EdmHSTwmWY,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,"0,3",,,,"0,7",,,,,,,,
1994,Peabo Bryson & Regina Belle,A Whole New World ,1,,,x,https://www.youtube.com/watch?v=PmvT7B3u7II,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"0,4",,,,,,,,,,,,,"0,7",,,,,,,,
1994,Billy Joel,The River of Dreams,1,,x,,https://www.youtube.com/watch?v=hSq4B_zHqPM,,,1,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,"0,7",1,,,,,,,,,"0,4",,,,,,,,,,,,
1994,Meat Loaf,I'd Do Anything for Love (But I Won't Do That),1,,x,,https://www.youtube.com/watch?v=9X_ViIPA-Gc,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,7",1,,,,"0,7",,,,,,,,,,,,,,,,,
1994,Sting,If I Ever Lose My Faith in You,,1,x,,https://www.youtube.com/watch?v=7km4EHgkQiw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,7",1,,,,"0,6",,,,,,,,,,,,,,,,,
1994,Neil Young,Harvest Moon,1,,x,,https://www.youtube.com/watch?v=n2MtEsrcTTs,,,1,,,,,,,,,,,"0,5",,,,,,,,,1,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,,,
1994,Whitney Houston,I Will Always Love You,1,,,x,https://www.youtube.com/watch?v=3JWTaaS7LdU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Bruce Springsteen,Streets of Philadelphia ,1,,,x,https://www.youtube.com/watch?v=4z2DtNW79sQ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",1,,,,,,,,,,,,,,,,,,,,,
1995,Sheryl Crow,All I Wanna Do,1,,x,,https://www.youtube.com/watch?v=hgmBaE1cqD4,,1,,,,,,,,,,,,"0,8","0,5",,,,,,,,"0,8",,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
1995,Elton John,Can You Feel the Love Tonight,,1,x,,https://www.youtube.com/watch?v=KjgWWjkNbhU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
1995,Elton John,Circle of Life,,1,x,,https://www.youtube.com/watch?v=IwH9YvhPN7c,1,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,1,"0,8",,,,,,,,,,,,,"0,3",,,,,,,,
1995,John Michael Montgomery & All-4-One,I Swear,1,,x,,https://www.youtube.com/watch?v=fpLIZv4ZD6A,1,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,,,,"0,8","0,5","0,3",,,"0,4",,,,,,,,,,,,,,,,,
1995,Boyz II Men,I'll Make Love to You ,1,,x,,https://www.youtube.com/watch?v=fV8vB1BB2qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Mary Chapin Carpenter,He Thinks He'll Keep Her ,1,,x,,https://www.youtube.com/watch?v=r0ajB0lkKZM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Bonnie Raitt,Love Sneakin' Up On You ,1,,x,,https://www.youtube.com/watch?v=jG_Ii8_J9xg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,Seal,Kiss from a Rose,,1,,x,https://www.youtube.com/watch?v=w7y19ED6Vrk,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,8",,"0,7",,,,,,,,"0,6",,,,,,,,,,,,
1996,Joan Osborne,One of Us,1,,x,,https://www.youtube.com/watch?v=USR3bX_PtU4,,1,,,,,,"0,3",,,,,,,"0,6",,,,,,,,,,,,,,,,,,"0,6",1,,,,"0,6",,,,,,,,,,,,,,,,,
1996,John Michael Montgomery,I Can Love You Like That,1,,x,,https://www.youtube.com/watch?v=fTNjQPiVHDI,1,,,,,,,,,,,,,"0,6","0,5",,,,,,,,,,,,,,,,,,"0,8","0,7",,,,,,,,,,,,,,,,,,,,,
1996,Michael Jackson,You Are Not Alone,1,,x,,https://www.youtube.com/watch?v=ito5ELbyyxs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"0,8",,,,,,,,"0,7",,,,,,,,,,,,
1996,Alanis Morissette,You Oughta Know,1,,x,,https://www.youtube.com/watch?v=NPcyTyilmYY,,1,,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",1,,,,"0,9",,,,,,,,,,,,,,,,,
1996,Mariah Carey & Boyz II Men,One Sweet Day ,1,,x,,https://www.youtube.com/watch?v=UXxRyNvTPr8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,Coolio,Gangsta's Paradise ,1,,x,,https://www.youtube.com/watch?v=fPO76Jlnz6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,TLC,Waterfalls ,1,,x,,https://www.youtube.com/watch?v=8WEtxJ4-sh4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Eric Clapton,Change the World,,1,,x,https://www.youtube.com/watch?v=x11NA63gLDM,1,,,,,,"0,8","0,4",,,,,,,,,,,,,,,"0,6",,,,,,,,,,,"0,7",,,,,,,,,,,,,,,,,,,,,
1997,Tracy Chapman,Give Me One Reason,1,,x,,https://www.youtube.com/watch?v=V6hQ9HSKlIE,,1,,,,,"0,8","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,7",,,,,,,,,,,,
1997,Celine Dion,Because You Loved Me,,1,x,,https://www.youtube.com/watch?v=O3XGynvy_V4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,"0,4",,,,,,,,
1997,Whitney Houston,Exhale (Shoop Shoop),1,,x,,https://www.youtube.com/watch?v=wrTuV4Szxzo,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,7",,,,,,,,1,,,,,,,,,,,,
1997,LeAnn Rimes,Blue,1,,x,,https://www.youtube.com/watch?v=plxpY8KLA-Y,,1,,,,,,,,,,,,1,"0,3",,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,,,,
1997,Alanis Morissette,Ironic ,1,,x,,https://www.youtube.com/watch?v=Jne9t8sHpUc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,The Smashing Pumpkins,1979,1,,x,,https://www.youtube.com/watch?v=4aeETEoNfOg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Shawn Colvin,Sunny Came Home,1,,,x,https://www.youtube.com/watch?v=qfKKBDFCiIA,,1,,,,,,,,,,,,"0,4","0,4",,,,,,,,1,,,,,,,,,,"0,6","0,4",,,,,,,,,,,,,,,,,,,,,
1998,No Doubt,Don't Speak,1,,x,,https://www.youtube.com/watch?v=TR3Vdo5etCQ,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"0,8",,,,,,,,,,,,,,,,,
1998,LeAnn Rimes & Trisha Yearwood,How Do I Live,1,,x,,https://www.youtube.com/watch?v=hwK1n1AcM04,,1,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,1,"0,6",,,,,,,,,,,,,,,,,,,,,
1998,Paula Cole,Where Have All the Cowboys Gone?,1,,x,,https://www.youtube.com/watch?v=JPR108kwNo4,,1,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,"0,6",1,,,,"0,5",,,,,,,,,,,,,,,,,
1998,R. Kelly,I Believe I Can Fly,1,,x,,https://www.youtube.com/watch?v=GIQn8pab8Vc,1,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,1,,,,,,,,"0,7",,,,"0,3",,,,,,,,
1998,Sheryl Crow,Everyday Is a Winding Road ,1,,x,,https://www.youtube.com/watch?v=khrx-zrG460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Hanson,MMMBop ,1,,x,,https://www.youtube.com/watch?v=NHozn0YXAeE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Celine Dion,My Heart Will Go On,,1,,x,https://www.youtube.com/watch?v=EcU0qbV70rU,,1,,,,,,,,,,,"0,3",,,,,,,,,,"0,3",,,,,,,,,,1,"0,4",,,,,,,,,,,,,"0,5",,,,,,,,
1999,Aerosmith,I Don't Want to Miss a Thing,1,,x,,https://www.youtube.com/watch?v=JkK8g6FMEXE,1,,,,"0,2",,,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,"0,4","0,8",,,,1,,,,,,,,,,,,,,,,,
1999,The Goo Goo Dolls,Iris,1,,x,,https://www.youtube.com/watch?v=NdYWuo9OFAw,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4","0,6",,,,1,,,,,,,,,,,,,,,,,
1999,Kirk Franklin,Lean on Me,1,,x,,https://www.youtube.com/watch?v=PXBKaOkmQhw,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"0,7",,,,,,,,,,,,
1999,Shania Twain,You're Still the One,,1,x,,https://www.youtube.com/watch?v=KNZH-emehxA,,1,,,,,,,,,,,,"0,4","0,3",,,,,,,,"0,3",,,,,,,,,,"0,8","0,5",,,,,,,,,,,,,,,,,,,,,
1999,Brandy & Monica,The Boy Is Mine ,1,,x,,https://www.youtube.com/watch?v=Va1Y6uAgNJY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Madonna,Ray of Light ,1,,x,,https://www.youtube.com/watch?v=x3ov9USxVxY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Santana featuring Rob Thomas,Smooth,1,,,x,https://www.youtube.com/watch?v=6Whgn_iE5uc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,6",,,,"0,8",,,,"0,7",,,"0,8",,,,,,,,"0,5",,,,,,
2000,Backstreet Boys,I Want It That Way,1,,x,,https://www.youtube.com/watch?v=4fndeDfaWCg,1,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,,"0,9","0,7",,,,,,,,,,,,,,,,,,,,,
2000,Ricky Martin,Livin' la Vida Loca,,1,x,,https://www.youtube.com/watch?v=p47fEXGabaY,1,,,,,,,,,,,,,,,"0,9",,,,,,,,,,,,,,1,,,"0,7","0,8",,,,"0,4",,,"0,2",,,,,,,,"0,3",,,,,,
2000,TLC,Unpretty,1,,x,,https://www.youtube.com/watch?v=g2gy1Evb1Kg,,1,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,,"0,4","0,4",1,,,,,,,,"0,5",,,,,,,,,,,,
2000,Shania Twain,You've Got a Way,,1,x,,https://www.youtube.com/watch?v=Cytj0nrLaCs,,1,,,,,,,,,,,,"0,6","0,3",,,,,,,,,,,,,,,,,,"0,6","0,7",,,,,,,,,,,,,,,,,,,,,
2000,Cher,Believe,1,,x,,https://www.youtube.com/watch?v=nZXRV4MezEw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,TLC,No Scrubs,1,,x,,https://www.youtube.com/watch?v=FrLequ6dUdM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,U2,Beautiful Day,,1,,x,https://www.youtube.com/watch?v=co6WMzDOh1o,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4","0,7",,,,1,,,,,,,,,,,,,,,,,
2001,Destiny's Child,Say My Name,1,,x,,https://www.youtube.com/watch?v=sQgd6MccwZc,,1,,,,,,,"0,4",,,,,,,,,,,,,,,,,,"0,4",,,,,,"0,4",,1,,,,,,,,"0,5",,,,,,,,,,,,
2001,Macy Gray,I Try,1,,x,,https://www.youtube.com/watch?v=WEQ0l_m3Xm0,,1,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,"0,3","0,3",1,,,,,,,,"0,7",,,,,,,,,,,,
2001,Faith Hill,Breathe,1,,x,,https://www.youtube.com/watch?v=yCmsZUN4r_s,,1,,,,,,,,,,,,"0,8","0,4",,,,,,,,,,,,,,,,,,"0,8","0,6",,,,,,,,,,,,,,,,,,,,,
2001,Lee Ann Womack,I Hope You Dance,1,,x,,https://www.youtube.com/watch?v=RV-Z1YwaOiw,,,1,,,,,,,,,,,"0,8","0,4",,,,,,,,,,,,,,,,,,"0,8","0,6",,,,,,,,,,,,,,,,,,,,,
2001,Madonna,Music,1,,x,,https://www.youtube.com/watch?v=Sdz2oW0NMFk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,*NSYNC,Bye Bye Bye,1,,x,,https://www.youtube.com/watch?v=Eo-KmOd3i7s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Alicia Keys,Fallin' ,1,,,x,https://www.youtube.com/watch?v=Urdlvw0SSEc,,1,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,"0,3",,1,,,,,,,,1,,,,,,,,,,,,
2002,India.Arie,Video,1,,x,,https://www.youtube.com/watch?v=Mq86e4Fhja0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,1,"0,5",,,,,,,"0,6",,,,,,,,,,,,
2002,Train,Drops of Jupiter (Tell Me),1,,x,,https://www.youtube.com/watch?v=7Xf-Lesrkuc,1,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",1,,,,1,,,,,,,,,,,,,,,,,
2002,U2,Stuck in a Moment You Can't Get Out Of,,1,x,,https://www.youtube.com/watch?v=emFUtuotHL4,1,,,,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",1,,,,"0,8",,,,,,,,,,,,,,,,,
2002,Nelly Furtado,I'm Like a Bird,,1,x,,https://www.youtube.com/watch?v=roPQ_M3yJTA,,1,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,"0,8","0,6","0,7",,,,,,,,"0,2",,,,,,,,,,,,
2002,U2,Walk On,,1,,x,https://www.youtube.com/watch?v=gwKEdFoUB0o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Outkast,Ms. Jackson,1,,x,,https://www.youtube.com/watch?v=MYxAiK6VnXw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Norah Jones,Don't Know Why,1,,,x,https://www.youtube.com/watch?v=1LH4vnrM-Vs,,1,,,,,"0,2",,,,,,,"0,3",,,,,,,,,"0,6",,,,,,"0,3",,,,"0,5",,,,,,,,,,"0,8",,,,,"0,7",,,,,,,
2003,Vanessa Carlton,A Thousand Miles,1,,x,,https://www.youtube.com/watch?v=Cwkej79U3ek,,1,,,,,,,,,,"0,2","0,2",,,,,,,,,,,,,,,,,,,,"0,7","0,8",,,,,,,,,,,,,,,,,,,,,
2003,Avril Lavigne,Complicated,,1,x,,https://www.youtube.com/watch?v=5NPBIwQyPWE,,1,,,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,7",1,,,,"0,8",,,,,,,,,,,,,,,,,
2003,Bruce Springsteen,The Rising,1,,x,,https://www.youtube.com/watch?v=6i-fiRgbpr4,1,,,,"0,2",,,,,,,,,,"0,6",,,,,,,,,,,,,,,,,,"0,6",1,,,,1,"0,2",,,,,,,,,,,,,,,,
2003,Alan Jackson,Where Were You (When the World Stopped Turning),1,,x,,https://www.youtube.com/watch?v=gPHnadJ-0hE,1,,,,,,,,,,,,,1,"0,3",,,,,,,,"0,7",,"0,3",,,,,,,,,"0,2",,,,,,,,,,,,,,,,,,,,,
2003,Eminem,Without Me ,1,,x,,https://www.youtube.com/watch?v=YVkUvmDQ3HY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Nelly & Kelly Rowland,Dilemma ,1,,x,,https://www.youtube.com/watch?v=8WYHDfJDPDc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Nickelback,How You Remind Me ,,1,x,,https://www.youtube.com/watch?v=1cQh1ccqu8M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Luther Vandross,Dance with My Father,1,,,x,https://www.youtube.com/watch?v=wmDxJrggie8,1,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,"0,4",,,,,,,,1,,,,,,,,,,,,
2004,Christina Aguilera,Beautiful,1,,x,,https://www.youtube.com/watch?v=eAfyFTzZDMM,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,8","0,5","0,6",,,,,,,,"0,7",,,,,,,,,,,,
2004,Avril Lavigne,I'm with You,,1,x,,https://www.youtube.com/watch?v=dGR65RWwzg8,,1,,,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,6",1,,,,"0,8",,,,,,,,,,,,,,,,,
2004,Warren Zevon,Keep Me In Your Heart,1,,x,,https://www.youtube.com/watch?v=RMTKb-pgxGI,1,,,,,,,,,,,,,"0,5","0,3",,,,,,,,"0,8",,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,
2004,Eminem,Lose Yourself,1,,x,,https://www.youtube.com/watch?v=_Yhyp-_hX2s,1,,,,"0,3",,,,,,,,,,,,,,,,,,,,,,1,,,,,,"0,2",,,,,,,,,,,,,,,,,,,,,,
2004,Coldplay,Clocks,,1,,x,https://www.youtube.com/watch?v=d020hcWA_Wg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Beyoncé & Jay Z,Crazy in Love ,1,,x,,https://www.youtube.com/watch?v=ViwtNLUqkMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,The Black Eyed Peas & Justin Timberlake,Where Is the Love? ,1,,x,,https://www.youtube.com/watch?v=WpYeekQkAdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,OutKast,Hey Ya! ,1,,x,,https://www.youtube.com/watch?v=PWgvGjAhvIw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,John Mayer,Daughters ,1,,,x,https://www.youtube.com/watch?v=rZLbUIa7exE,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,"0,3","0,3",,,,,,,,,"0,4",,,,,,,,,,,,
2005,Alicia Keys,If I Ain't Got You,1,,x,,https://www.youtube.com/watch?v=Ju8Hr50Ckwk,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,"0,4",,,,"0,7",,,,,,,
2005,Kanye West,Jesus Walks,1,,x,,https://www.youtube.com/watch?v=MYF7H_fpc-g,1,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,1,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,
