Year,Artist,Track,USA,NON USA,Nom,Win,Youtube,M,F,D,I,Alternative rock,Big Band,Blues,Blues rock,Breakbeat,Chanson française,Church music,Classical,Concerto,Country,Country rock,Dance Pop,Disco,Dubstep,Easy Listening,EDM,Electronica,Electro Pop,Folk,Funk,Gospel,Hard rock,Hip Hop,Indie rock,Jazz,Latin Pop,Metal,New Wave,Pop,Pop Rock,R&B Nu Soul,Reggae,Reggaeton,Rock,Rock N Roll,Rock New Wave,Salsa - Afro Cuban,Samba Bossa,Soul,Soul Jazz,Speech,Swing,Traditional pop,Vocal jazz,World,,,,,,
2005,Tim McGraw,Live Like You Were Dying,1,,x,,https://www.youtube.com/watch?v=_9TShlMkQnc,1,,,,,,,,,,,,,"0,4","0,8",,,,,,,,"0,7",,,,,,,,,,"0,5","0,7",,,,"0,3",,,,,,,,,,,,,,,,,
2005,Hoobastank,The Reason,1,,x,,https://www.youtube.com/watch?v=fV4DiAyExN0,1,,,,1,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,"0,2",,,"0,8",,,,"0,8",,,,,,,,,,,,,,,,,
2005,Ray Charles & Norah Jones,Here We Go Again,1,,,x,https://www.youtube.com/watch?v=XD0E45V6KZc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,The Black Eyed Peas,Let's Get It Started ,1,,x,,https://www.youtube.com/watch?v=IKqV7DB8Iwg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Green Day,American Idiot ,1,,x,,https://www.youtube.com/watch?v=Ee_uujKuJMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Los Lonely Boys,Heaven ,1,,x,,https://www.youtube.com/watch?v=wvkzoqQ5Oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Usher featuring Lil Jon & Ludacris,Yeah ,1,,x,,https://www.youtube.com/watch?v=GxBSyx85Kp8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,U2,Sometimes You Can't Make It on Your Own,,1,,x,https://www.youtube.com/watch?v=c0xAXSgxLUs,1,,,,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",1,,,,"0,8",,,,,,,,,,,,,,,,,
2006,Mariah Carey,We Belong Together,1,,x,,https://www.youtube.com/watch?v=0habxsuXW4g,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,1,,,,,,,,"0,6",,,,,,,,,,,,
2006,Rascal Flatts,Bless the Broken Road,1,,x,,https://www.youtube.com/watch?v=lZp6pmgbZyU,1,,,,,,,,,,,,,"0,3","0,7",,,,,,,,,,,,,,,,,,1,"0,6",,,,"0,4",,,,,,,,,,,,,,,,,
2006,Bruce Springsteen,Devils & Dust,1,,x,,https://www.youtube.com/watch?v=cG8ZQkeZvzc,1,,,,,,,,,,,,,,"0,6",,,,,,,,"0,8",,,,,,,,,,,"0,5",,,,"0,6",,,,,,,,,,,,,,,,,
2006,John Legend,Ordinary People,1,,x,,https://www.youtube.com/watch?v=-1l0NYQUGHU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,"0,5",,,,,,,,,,,,
2006,Green Day,Boulevard of Broken Dreams,1,,,x,https://www.youtube.com/watch?v=Soa3gO7tL-c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Gorillaz,Feel Good Inc. ,1,1,x,,https://www.youtube.com/watch?v=HyHNuVaZJ-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Gwen Stefani,Hollaback Girl ,1,,x,,https://www.youtube.com/watch?v=Kgjkth6BRRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Kanye West,Gold Digger ,1,,x,,https://www.youtube.com/watch?v=6vwNcNOTVzY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Dixie Chicks,Not Ready to Make Nice,1,,,x,https://www.youtube.com/watch?v=pojL_35QlSI,,1,,,,,,,,,,,,"0,3","0,7",,,,,,,,"0,3",,,,,,,,,,"0,6",1,,,,"0,3",,,,,,,,,,"0,2",,,,,,,
2007,Mary J. Blige,Be Without You,1,,x,,https://www.youtube.com/watch?v=8XNaPX6MKlU,,1,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,1,,,,,,,,"0,6",,,,,,,,,,,,
2007,James Blunt,You're Beautiful,,1,x,,https://www.youtube.com/watch?v=oofSnsGkops,1,,,,,,,,,,,,,,,,,,,,,,"0,6",,,,,,,,,,1,"0,4",,,,,,,,,,,,,"0,3",,,,,,,,
2007,Corinne Bailey Rae,Put Your Records On,1,,x,,https://www.youtube.com/watch?v=rjOhZZyn30k,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,8","0,2",1,,,,,,,,"0,7",,,,,,,,,,,,
2007,Carrie Underwood,"Jesus, Take the Wheel",1,,x,,https://www.youtube.com/watch?v=lydBPm2KRaU,,1,,,,,,,,,,,,"0,3","0,7",,,,,,,,,,,,,,,,,,"0,7","0,7",,,,,,,,,,,,,,,,,,,,,
2007,Gnarls Barkley,Crazy,1,,x,,https://www.youtube.com/watch?v=bd2B6SjMh_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Amy Winehouse,Rehab,,1,,x,https://www.youtube.com/watch?v=KUmZp8pR1uc,,1,,,,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,6",,,,,,,,1,"0,3",,,,"0,2",,,,,,,
2008,Carrie Underwood,Before He Cheats,1,,x,,https://www.youtube.com/watch?v=WaSy8yy-mr8,,1,,,,,,,,,,,,"0,3","0,7",,,,,,,,,,,,,,,,,,"0,7",1,,,,"0,4",,,,,,,,,,,,,,,,,
2008,Plain White T's,Hey There Delilah,1,,x,,https://www.youtube.com/watch?v=h_m-BjrxmgI,1,,,,,,,,,,,"0,2",,,,,,,,,,,1,,,,,,,,,,"0,6",,,,,,,,,,,,,,,,,,,,,,
2008,Corinne Bailey Rae,Like a Star,1,,x,,https://www.youtube.com/watch?v=gvH9Ccqk5qc,,1,,,,,,,,,,,,,,,,,,,,,"0,6",,,,,,,,,,,,1,,,,,,,,"0,7",,,,,"0,3",,,,,,,
2008,Jay-Z,Umbrella,1,,x,,https://www.youtube.com/watch?v=CvBfHwUxHIk,,1,,,,,,,"0,2",,,,,,,,,,,,,,,,,,"0,5",,,,,,,,1,,,,,,,,"0,3",,,,,,,,,,,,
2008,Beyoncé,Irreplaceable,1,,x,,https://www.youtube.com/watch?v=2EwViQxSJJQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Foo Fighters,The Pretender ,1,,x,,https://www.youtube.com/watch?v=SBjQ9tuuTJQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Justin Timberlake,What Goes Around.../...Comes Around ,1,,x,,https://www.youtube.com/watch?v=IC8qPpnD0uE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Coldplay,Viva la Vida ,,1,,x,https://www.youtube.com/watch?v=dvgZkm1xWPE,1,,,,"0,3",,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,,"0,9",1,,,,,,,,,,,,,,,,,,,,,
2009,Estelle featuring Kanye West,American Boy,1,1,x,,https://www.youtube.com/watch?v=Ic5vxw3eijY,,,1,,,,,,,,,,,,,"0,5","0,6",,,"0,3",,,,,,,"0,4",,,,,,,,"0,7",,,,,,,,,,,,,,,,,,,,
2009,Adele,Chasing Pavements,,1,x,,https://www.youtube.com/watch?v=08DjMT-qR9g,,1,,,,,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,"0,6",,,,,"0,3",,,,,,,
2009,Jason Mraz,I'm Yours,1,,x,,https://www.youtube.com/watch?v=EkHTsc9PU2A,1,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,"0,8",1,,,,,,,,,,,,,,,,,,,,,
2009,Sara Bareilles,Love Song,1,,x,,https://www.youtube.com/watch?v=qi7Yh16dA0w,,1,,,,,,,,,,,,,,"0,7",,,,,,,,,,,,,,,,,"0,7",1,,,,"0,3",,,,,,,,,,,,,,,,,
2009,Alison Krauss & Robert Plant,Please Read the Letter,1,1,,x,https://www.youtube.com/watch?v=L3Xi5gvZ7Kk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Leona Lewis,Bleeding Love ,,1,x,,https://www.youtube.com/watch?v=7_weSk0BonM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,M.I.A.,Paper Planes ,1,,x,,https://www.youtube.com/watch?v=ewRjZoRtu0Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Beyoncé,Single Ladies (Put a Ring on It) ,1,,,x,https://www.youtube.com/watch?v=4m1EFMoRFvY,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"0,4",,"0,4",,,,,,,,,,,,,,,,,,,,
2010,Lady Gaga,Poker Face,1,,x,,https://www.youtube.com/watch?v=bESGLojNYSo,,,1,,,,,,,,,,,,,"0,9",,,,,,"0,8",,,,,"0,2",,,,,,"0,4",,,,,,,,,,,,,,,,,,,,,,
2010,Maxwell,Pretty Wings,1,,x,,https://www.youtube.com/watch?v=eGr9SNcygTw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,1,,,,,,,,"0,5",,,,,,,,,,,,
2010,Kings of Leon,Use Somebody,1,,x,,https://www.youtube.com/watch?v=gnhXHvRoUd0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,"0,8",,,,,,,,,,,,,,,,,
2010,Taylor Swift,You Belong With Me,1,,x,,https://www.youtube.com/watch?v=VuNIsY6JdUw,,1,,,,,,,,,,,,"0,8","0,6",,,,,,,,,,,,,,,,,,"0,6",1,,,,"0,5",,,,,,,,,,,,,,,,,
2010,Beyoncé,Halo,1,,x,,https://www.youtube.com/watch?v=bnVUHWCynig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,The Black Eyed Peas,I Gotta Feeling,1,,x,,https://www.youtube.com/watch?v=uSD4vsh1zDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Lady Antebellum,Need You Now,1,,,x,https://www.youtube.com/watch?v=eM213aMKTHg,,,1,,,,,,,,,,,"0,3","0,5",,,,,,,,,,,,,"0,8",,,,,"0,6",1,,,,,,,,,,,,,,,,,,,,,
2011,Ray LaMontagne and The Pariah Dogs,Beg Steal Or Borrow,1,,x,,https://www.youtube.com/watch?v=O8_fGCCitEc,1,,,,,,"0,2",,,,,,,,,,,,,,,,"0,7",,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,,,
2011,Cee Lo Green,F**k You,1,,x,,https://www.youtube.com/watch?v=k2ufdwRMy4I,1,,,,,,,,,,,,,,,"0,7",,,,,,,,"0,5",,,,,,,,,"0,8",,,,,,,,,,"0,7",,,,,,,,,,,,
2011,Miranda Lambert,The House That Built Me,1,,x,,https://www.youtube.com/watch?v=DQYNM6SjD_o,,1,,,,,,,,,,,,"0,4",,,,,,,,,"0,8",,,,,,,,,,"0,7",,,,,,,,,,,,,,,,,,,,,,
2011,Eminem featuring Rihanna,Love the Way You Lie,1,,x,,https://www.youtube.com/watch?v=uelHwf8o7_U,,,1,,,,,,,,,,,,,,,,,,,,"0,3",,,,"0,8",,,,,,"0,6","0,3",,,,,,,,,,,,,,,,,,,,,
2011,B.o.B featuring Bruno Mars,Nothin' on You ,1,,x,,https://www.youtube.com/watch?v=8PTDv_szmL0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Jay Z featuring Alicia Keys,Empire State of Mind ,1,,x,,https://www.youtube.com/watch?v=vz2fsJ0CyaU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Adele,Rolling in the Deep,,1,,x,https://www.youtube.com/watch?v=rYEDA3JcQqw&list=FLkUqndzfvDfuKlvYSt-MZbw&index=61,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,7","0,6",,,,,,,,,1,,,,,,,,,,,,
2012,"Kanye West featuring Rihanna, Kid Cudi & Fergie",All of the Lights,1,,x,,https://www.youtube.com/watch?v=HAfFfqiYLp0,,,1,,,,,,"0,5",,,,,,,,,"0,2",,,,,,,,,"0,8",,,,,,,,"0,7",,,,,,,,,,,,,,,,,,,,
2012,Mumford & Sons,The Cave,1,,x,,https://www.youtube.com/watch?v=oMO4xdOS5jY,1,,,,,,,,,,,,,"0,6","0,7",,,,,,,,"0,8",,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,
2012,Bruno Mars,Grenade,1,,x,,https://www.youtube.com/watch?v=SR6iYWJxHqs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,8","0,9","0,7",,,,,,,,,,,,,,,,,,,,
2012,Bon Iver,Holocene,1,,x,,https://www.youtube.com/watch?v=TWcyIpul8OE,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Katy Perry,Firework,1,,x,,https://www.youtube.com/watch?v=QGJuMBdaqIw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Fun featuring Janelle Monáe,We Are Young ,1,,,x,https://www.youtube.com/watch?v=Sv6dMFF_yts,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"0,5",,,,"0,8",,1,,,,,,,,,,,,,,,
2013,Ed Sheeran,The A Team,,1,x,,https://www.youtube.com/watch?v=UAWcs5H-qgQ,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,,,,
2013,Miguel,Adorn,1,,x,,https://www.youtube.com/watch?v=8dM5QYdTo08,1,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2013,Carly Rae Jepsen,Call Me Maybe,,1,x,,https://www.youtube.com/watch?v=fWNaR-rxAic,,1,,,,,,,,,,,,,,"0,7",,,,,,"0,5",,,,,,,,,,,"0,7",,,,,,,,,,,,,,,,,,,,,,
2013,Kelly Clarkson,Stronger (What Doesn't Kill You),1,,x,,https://www.youtube.com/watch?v=Xn676-fLq7I,,1,,,,,,,,,,,,,,"0,9",,,,,,"0,5",,,,,,,,,,,"0,6",,,,,,,,,,,,,,,,,,,,,,
2013,Gotye featuring Kimbra,Somebody That I Used to Know,,1,,x,https://www.youtube.com/watch?v=8UVNT4wvIGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,The Black Keys,Lonely Boy ,1,,x,,https://www.youtube.com/watch?v=a_426RiwST8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Frank Ocean,Thinkin Bout You ,1,,x,,https://www.youtube.com/watch?v=WR9OubA_MqA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Taylor Swift,We Are Never Ever Getting Back Together ,1,,x,,https://www.youtube.com/watch?v=WA4iX5D9Z64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Lorde,Royals,,1,,x,https://www.youtube.com/watch?v=nlcIKh6sBtc,,1,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,1,,"0,3",,,,,,,,,,,,,,,,,,,,
2014,Pink featuring Nate Ruess,Just Give Me a Reason,1,,x,,https://www.youtube.com/watch?v=OpQFFLBMEPI,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2014,Bruno Mars,Locked Out of Heaven,1,,x,,https://www.youtube.com/watch?v=e-fA-gBCkj0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,7",,"0,5",,"0,6",,,,,,,,,,,,,,,,,
2014,Katy Perry,Roar,1,,x,,https://www.youtube.com/watch?v=CevxZvSJLk8,,1,,,,,,,,,,,,,,"0,6",,,,,,"0,3",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2014,Macklemore & Ryan Lewis featuring Mary Lambert,Same Love,1,,x,,https://www.youtube.com/watch?v=hlVBg7_08n0,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,,
2014,Daft Punk featuring Pharrell Williams & Nile Rodgers,Get Lucky,1,1,,x,https://www.youtube.com/watch?v=5NV6Rdv1a3I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Imagine Dragons,Radioactive ,1,,x,,https://www.youtube.com/watch?v=ktvTqknDobU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Robin Thicke featuring T.I. & Pharrell Williams,Blurred Lines ,1,,x,,https://www.youtube.com/watch?v=yyDUC1LUXSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Sam Smith,Stay with Me (Darkchild version),,1,,x,https://www.youtube.com/watch?v=TkgE5HPaQ1I,,,1,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,"0,8",,1,,,,,,,,"0,7",,,,,,,,,,,,
2015,Hozier,Take Me to Church,,1,x,,https://www.youtube.com/watch?v=PVjiKRfKpPI,1,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,"0,7",,"0,6",,,,,,,,"0,4",,,,,,,,,,,,
2015,Sia,Chandelier,,1,x,,https://www.youtube.com/watch?v=2vjPBrBU-TM,,1,,,,,,,,,,,,,,,,,,,,"0,6",,,,,,,,,,,1,,"0,6",,,,,,,,,,,,,,,,,,,,
2015,Taylor Swift,Shake It Off,1,,x,,https://www.youtube.com/watch?v=nfWlot6h_JM,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Meghan Trainor,All About That Bass,1,,x,,https://www.youtube.com/watch?v=7PCkvCPvDXk,,1,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,"0,8",,"0,6",,,,,,,,"0,7",,,,,,,,,,,,
2015,Iggy Azalea featuring Charli XCX,Fancy,,1,x,,https://www.youtube.com/watch?v=O-zpOMYRi0w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Ed Sheeran,Thinking Out Loud,,1,,x,https://www.youtube.com/watch?v=lp-EO5I60KA,1,,,,,,,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,1,,"0,6",,,,,,,,"0,6",,,,,,,,,,,,
2016,Kendrick Lamar,Alright,1,,x,,https://www.youtube.com/watch?v=Z-48u_uWMHY,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"0,3",,,,,,,,,,,,,,,"0,3",,,,,,,,,,,
2016,Taylor Swift,Blank Space,1,,x,,https://www.youtube.com/watch?v=e-ORhEE9VVg,,1,,,,,,,,,,,,,,"0,4",,,,,,"0,6",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2016,Little Big Town,Girl Crush,1,,x,,https://www.youtube.com/watch?v=JYZMT8otKdI,,1,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,"0,8",,,,,,,,,,"0,7",,,,,,,,,,,,
2016,Wiz Khalifa featuring Charlie Puth,See You Again,1,,x,,https://www.youtube.com/watch?v=RgKAFK5djSk,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,6",,,,,,"0,4",,"0,6",,,,,,,,,,,,,,,,,,,,
2016,Mark Ronson featuring Bruno Mars,Uptown Funk,1,,,x,https://www.youtube.com/watch?v=OPf0YbXqDm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,D'Angelo & The Vanguard,Really Love ,1,,x,,https://www.youtube.com/watch?v=mVsQwJfWzoI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,The Weeknd,Can't Feel My Face ,1,,x,,https://www.youtube.com/watch?v=KEI4qSrkPAs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Adele,Hello,,1,,x,https://www.youtube.com/watch?v=YQHsXMglC9A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,8",,,,,,,,,,"0,7",,,,,,,,,,,,
2017,Beyoncé,Formation,1,,x,,https://www.youtube.com/watch?v=WDZJPJV__bQ,,1,,,,,,,,,,,,,,,,,,,"0,3",,,,,,"0,7",,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,,
2017,Mike Posner,I Took a Pill in Ibiza,1,,x,,https://www.youtube.com/watch?v=41GZVVcxQps,1,,,,,,,,,,,,,,,,,,,,,,"0,8",,,,,,,,,,1,,"0,2",,,,,,,,,,,,,,,,,,,,
2017,Justin Bieber,Love Yourself,,1,x,,https://www.youtube.com/watch?v=oyEuk8j8imI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"0,3",,,,,,,,,,,,,,,,,,,,
2017,Lukas Graham,7 Years,,1,x,,https://www.youtube.com/watch?v=LHCob76kigA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,8",,,,,,,,,,"0,7",,,,,,,,,,,,
2017,Rihanna featuring Drake,Work ,1,,x,,https://www.youtube.com/watch?v=HL1UzIK-flA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Twenty One Pilots,Stressed Out ,1,,x,,https://www.youtube.com/watch?v=pXRviuL6vMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Bruno Mars,That's What I Like,1,,,x,https://www.youtube.com/watch?v=PMivT7MJ41M,1,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,"0,5",,,,,,,,"0,8",,,,,,,,"0,7",,,,,,,,,,,,
2018,Luis Fonsi & Daddy Yankee ft. Justin Bieber,Despacito,1,1,x,,https://www.youtube.com/watch?v=72UO0v5ESUo,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
2018,Jay-Z,4:44,1,,x,,https://www.youtube.com/watch?v=zSkA61esq_c,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,"0,6",,,,,,,,,,,,
2018,Julia Michaels,Issues,1,,x,,https://www.youtube.com/watch?v=9Ke4480MicU,,1,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2018, Logic ft. Alessia Cara & Khalid,1-800-273-8255,1,1,x,,https://www.youtube.com/watch?v=Kb24RrHIbFk,,,1,,,,,,,,,,,,,,,,,,,,,,,,"0,9",,,,,,"0,6",,"0,5",,,,,,,,,,,,,,,,,,,,
2018,Bruno Mars,24K Magic,1,,,x,https://www.youtube.com/watch?v=UqyT8IEBkvY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Childish Gambino,Redbone,1,,x,,https://www.youtube.com/watch?v=Kp7eSUU9oy8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Jay-Z,The Story of O.J. ,1,,x,,https://www.youtube.com/watch?v=RM7lw0Ovzq0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Kendrick Lamar,Humble,1,,x,,https://www.youtube.com/watch?v=tvTRZJ-4EyI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Childish Gambino,This Is America,1,,,x,https://www.youtube.com/watch?v=VYOjWnS4cMY,,,1,,,,,,,,,,,,,,,,,,,,,,,,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Kendrick Lamar & SZA,All the Stars,1,,x,,https://www.youtube.com/watch?v=GfCqMv--ncA,,,1,,,,,,,,,,,,,,,,,,,,,,,,"0,7",,,,,,"0,4",,"0,8",,,,,,,,,,,,,,,,,,,,
2019,Ella Mai,Boo'd Up,1,,x,,https://www.youtube.com/watch?v=6YNZlXfW6Ho,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2019,Drake,God's Plan,1,,x,,https://www.youtube.com/watch?v=xpVfcZ0ZcFM,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,8",,,,,,"0,6",,,,,,,,,,,,,,,,,,,,,,
2019,Shawn Mendes,In My Blood,,1,x,,https://www.youtube.com/watch?v=36tggrpRoTI,1,,,,,,,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,"0,9",1,,,,"0,6",,,,,,,,,,,,,,,,,
2019,Brandi Carlile,The Joke,1,,x,,https://www.youtube.com/watch?v=5r6A2NexF88,,1,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,,1,"0,6",,,,,,,,,,,,,,,,,,,,,
2019,"Zedd, Maren Morris & Grey",The Middle,1,1,x,,https://www.youtube.com/watch?v=Lj6Y6JCu-l4,,1,,,,,,,,,,,,,,"0,7",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2019,Lady Gaga & Bradley Cooper,Shallow,1,,x,,https://www.youtube.com/watch?v=bo_efYhYU2A,,,1,,,,,,,,,,,,,,,,,,,,"0,7",,,,,,,,,,1,"0,5",,,,,,,,,,,,,,,,,,,,,
2019,"Cardi B, Bad Bunny & J Balvin",I Like It ,1,,x,,https://www.youtube.com/watch?v=xTlNMmZKwpA,,,1,,,,,,,,,,,,,,,,,"0,4",,,,"0,2",,,,,,,1,,,,,,,,,,"0,4",,,,,,"0,6",,,,,,,,"0,2"
2019,Post Malone featuring 21 Savage,Rockstar ,1,,x,,https://www.youtube.com/watch?v=UceaB4D0jpo,1,,,,,,,,,,,,,,,,,,,"0,3",,,,"0,2","0,3",,,,,,"0,8",,,,,,,,,,"0,4",,,,,,,,,,,,,,
